Compound,Formula,Adduct,m/z,z,t start (min),t stop (min)
Sel Score: 0.82 p value: 3.086e-02 RTime: 52.298,,(no adduct),545.9615,3,42,62
Sel Score: 0.82 p value: 1.356e-02 RTime: 64.608,,(no adduct),547.6177,3,54,74
Sel Score: 0.82 p value: 3.761e-02 RTime: 27.386,,(no adduct),390.2162,2,17,37
Sel Score: 0.82 p value: 2.739e-02 RTime: 34.943,,(no adduct),550.9496,3,24,44
Sel Score: 0.82 p value: 2.233e-02 RTime: 21.766,,(no adduct),391.9606,2,11,31
Sel Score: 0.82 p value: 1.314e-02 RTime: 56.35,,(no adduct),465.2455,2,46,66
Sel Score: 0.82 p value: 1.455e-02 RTime: 43.587,,(no adduct),396.2273,2,33,53
Sel Score: 0.81 p value: 1.232e-02 RTime: 32.197,,(no adduct),451.9888,4,22,42
Sel Score: 0.81 p value: 2.014e-02 RTime: 48.711,,(no adduct),448.2451,2,38,58
Sel Score: 0.81 p value: 3.182e-03 RTime: 23.532,,(no adduct),409.9519,4,13,33
Sel Score: 0.81 p value: 5.344e-03 RTime: 35.688,,(no adduct),399.4661,2,25,45
Sel Score: 0.81 p value: 7.397e-03 RTime: 23.39,,(no adduct),439.2079,2,13,33
Sel Score: 0.81 p value: 2.340e-02 RTime: 26.235,,(no adduct),355.1935,5,16,36
Sel Score: 0.81 p value: 7.075e-03 RTime: 29.285,,(no adduct),438.7072,2,19,39
Sel Score: 0.81 p value: 2.635e-02 RTime: 37.452,,(no adduct),429.9949,2,27,47
Sel Score: 0.81 p value: 4.317e-02 RTime: 45.117,,(no adduct),472.4866,2,35,55
Sel Score: 0.81 p value: 5.439e-03 RTime: 35.033,,(no adduct),434.4812,4,25,45
Sel Score: 0.8 p value: 1.284e-02 RTime: 43.97,,(no adduct),495.6171,3,33,53
Sel Score: 0.8 p value: 3.561e-02 RTime: 41.412,,(no adduct),542.957,3,31,51
Sel Score: 0.8 p value: 1.443e-02 RTime: 43.187,,(no adduct),415.4691,2,33,53
Sel Score: 0.8 p value: 1.655e-02 RTime: 25.175,,(no adduct),436.4681,4,15,35
Sel Score: 0.8 p value: 3.299e-02 RTime: 45.854,,(no adduct),444.7555,2,35,55
Sel Score: 0.79 p value: 4.341e-03 RTime: 26.045,,(no adduct),457.7322,4,16,36
Sel Score: 0.79 p value: 2.063e-02 RTime: 38.776,,(no adduct),393.2203,4,28,48
Sel Score: 0.79 p value: 3.583e-02 RTime: 47.657,,(no adduct),558.64,3,37,57
Sel Score: 0.79 p value: 6.974e-03 RTime: 55.069,,(no adduct),427.2383,2,45,65
Sel Score: 0.79 p value: 3.178e-02 RTime: 38.535,,(no adduct),420.7479,2,28,48
Sel Score: 0.79 p value: 2.495e-02 RTime: 56.587,,(no adduct),530.622,3,46,66
Sel Score: 0.79 p value: 2.970e-02 RTime: 49.82,,(no adduct),449.2236,2,39,59
Sel Score: 0.79 p value: 5.938e-03 RTime: 43.461,,(no adduct),577.9581,3,33,53
Sel Score: 0.79 p value: 4.408e-02 RTime: 32.994,,(no adduct),463.7425,4,22,42
Sel Score: 0.79 p value: 1.439e-03 RTime: 37.355,,(no adduct),430.2297,2,27,47
Sel Score: 0.79 p value: 9.882e-03 RTime: 45.319,,(no adduct),434.2267,4,35,55
Sel Score: 0.79 p value: 2.276e-03 RTime: 53.144,,(no adduct),552.6261,3,43,63
Sel Score: 0.79 p value: 1.340e-02 RTime: 42.932,,(no adduct),533.9804,3,32,52
Sel Score: 0.79 p value: 2.511e-04 RTime: 40.603,,(no adduct),512.9368,3,30,50
Sel Score: 0.79 p value: 5.207e-03 RTime: 18.423,,(no adduct),428.4917,4,8,28
Sel Score: 0.78 p value: 1.985e-02 RTime: 20.273,,(no adduct),440.2456,2,10,30
Sel Score: 0.78 p value: 1.153e-02 RTime: 35.858,,(no adduct),409.9773,2,25,45
Sel Score: 0.78 p value: 1.543e-03 RTime: 42.436,,(no adduct),419.718,4,32,52
Sel Score: 0.78 p value: 2.681e-02 RTime: 26.913,,(no adduct),358.5943,5,16,36
Sel Score: 0.78 p value: 1.363e-02 RTime: 39.208,,(no adduct),532.939,3,29,49
Sel Score: 0.78 p value: 4.680e-02 RTime: 42.86,,(no adduct),425.9784,4,32,52
Sel Score: 0.78 p value: 5.659e-03 RTime: 39.172,,(no adduct),438.4929,2,29,49
Sel Score: 0.78 p value: 2.224e-02 RTime: 38.356,,(no adduct),434.9916,2,28,48
Sel Score: 0.78 p value: 1.088e-02 RTime: 34.957,,(no adduct),407.4781,4,24,44
Sel Score: 0.78 p value: 5.652e-03 RTime: 26.842,,(no adduct),421.9666,2,16,36
Sel Score: 0.77 p value: 4.477e-02 RTime: 20.026,,(no adduct),424.7147,2,10,30
Sel Score: 0.77 p value: 6.048e-04 RTime: 47.953,,(no adduct),462.9885,2,37,57
Sel Score: 0.77 p value: 1.918e-02 RTime: 42.904,,(no adduct),410.7176,2,32,52
Sel Score: 0.77 p value: 1.754e-02 RTime: 40.355,,(no adduct),503.9331,3,30,50
Sel Score: 0.77 p value: 1.362e-02 RTime: 22.104,,(no adduct),447.2219,2,12,32
Sel Score: 0.77 p value: 2.425e-02 RTime: 68.949,,(no adduct),755.9179,2,58,78
Sel Score: 0.77 p value: 7.261e-03 RTime: 41.835,,(no adduct),570.9666,3,31,51
Sel Score: 0.77 p value: 9.112e-03 RTime: 49.747,,(no adduct),516.6172,3,39,59
Sel Score: 0.77 p value: 4.301e-02 RTime: 40.13,,(no adduct),411.2248,4,30,50
Sel Score: 0.77 p value: 2.929e-02 RTime: 21.093,,(no adduct),393.7079,2,11,31
Sel Score: 0.77 p value: 1.263e-03 RTime: 21.143,,(no adduct),427.483,4,11,31
Sel Score: 0.77 p value: 2.861e-02 RTime: 58.623,,(no adduct),565.6404,3,48,68
Sel Score: 0.77 p value: 4.582e-02 RTime: 44.312,,(no adduct),459.247,2,34,54
Sel Score: 0.77 p value: 2.365e-02 RTime: 37.612,,(no adduct),446.475,2,27,47
Sel Score: 0.77 p value: 1.112e-02 RTime: 48.412,,(no adduct),577.6226,3,38,58
Sel Score: 0.77 p value: 8.644e-03 RTime: 36.41,,(no adduct),414.7246,2,26,46
Sel Score: 0.77 p value: 5.874e-03 RTime: 24.61,,(no adduct),409.7243,2,14,34
Sel Score: 0.77 p value: 3.754e-02 RTime: 25.873,,(no adduct),416.2057,2,15,35
Sel Score: 0.77 p value: 2.197e-02 RTime: 42.481,,(no adduct),425.9766,2,32,52
Sel Score: 0.77 p value: 4.558e-02 RTime: 42.769,,(no adduct),558.6098,3,32,52
Sel Score: 0.77 p value: 6.334e-03 RTime: 46.168,,(no adduct),414.7229,4,36,56
Sel Score: 0.77 p value: 2.327e-02 RTime: 62.328,,(no adduct),779.4037,2,52,72
Sel Score: 0.77 p value: 1.074e-03 RTime: 25.154,,(no adduct),413.2094,4,15,35
Sel Score: 0.77 p value: 2.730e-02 RTime: 22.97,,(no adduct),439.2073,4,12,32
Sel Score: 0.77 p value: 1.827e-02 RTime: 50.662,,(no adduct),416.9695,2,40,60
Sel Score: 0.77 p value: 1.064e-02 RTime: 38.522,,(no adduct),432.486,4,28,48
Sel Score: 0.77 p value: 7.378e-04 RTime: 42.757,,(no adduct),407.2289,4,32,52
Sel Score: 0.76 p value: 1.825e-02 RTime: 35.693,,(no adduct),395.9725,4,25,45
Sel Score: 0.76 p value: 4.706e-02 RTime: 38.686,,(no adduct),428.2226,4,28,48
Sel Score: 0.76 p value: 2.403e-02 RTime: 37.771,,(no adduct),415.2421,2,27,47
Sel Score: 0.76 p value: 1.562e-02 RTime: 42.377,,(no adduct),428.2241,4,32,52
Sel Score: 0.76 p value: 1.555e-02 RTime: 54.607,,(no adduct),455.9782,2,44,64
Sel Score: 0.76 p value: 3.443e-03 RTime: 49.079,,(no adduct),451.7356,4,39,59
Sel Score: 0.76 p value: 3.051e-02 RTime: 45.707,,(no adduct),532.6267,3,35,55
Sel Score: 0.76 p value: 1.166e-02 RTime: 18.72,,(no adduct),427.2423,4,8,28
Sel Score: 0.76 p value: 4.406e-03 RTime: 48.132,,(no adduct),434.2404,4,38,58
Sel Score: 0.76 p value: 2.590e-02 RTime: 19.984,,(no adduct),410.4557,2,9,29
Sel Score: 0.76 p value: 3.039e-02 RTime: 26.661,,(no adduct),450.4937,2,16,36
Sel Score: 0.76 p value: 4.476e-03 RTime: 40.497,,(no adduct),410.2404,4,30,50
Sel Score: 0.76 p value: 1.915e-02 RTime: 41.454,,(no adduct),399.4717,4,31,51
Sel Score: 0.76 p value: 4.254e-02 RTime: 63.409,,(no adduct),528.9604,3,53,73
Sel Score: 0.76 p value: 4.731e-02 RTime: 54.98,,(no adduct),560.2838,3,44,64
Sel Score: 0.76 p value: 4.480e-02 RTime: 50.782,,(no adduct),460.7394,2,40,60
Sel Score: 0.76 p value: 3.022e-02 RTime: 26.235,,(no adduct),392.9471,2,16,36
Sel Score: 0.76 p value: 2.607e-02 RTime: 28.499,,(no adduct),435.4716,2,18,38
Sel Score: 0.76 p value: 2.032e-02 RTime: 40.458,,(no adduct),396.9755,4,30,50
Sel Score: 0.76 p value: 4.099e-02 RTime: 38.987,,(no adduct),399.7162,4,28,48
Sel Score: 0.76 p value: 3.000e-02 RTime: 39.766,,(no adduct),430.7519,4,29,49
Sel Score: 0.76 p value: 6.648e-03 RTime: 41.338,,(no adduct),433.2319,2,31,51
Sel Score: 0.76 p value: 3.870e-03 RTime: 42.001,,(no adduct),394.4694,2,32,52
Sel Score: 0.76 p value: 6.310e-03 RTime: 41.559,,(no adduct),529.6244,3,31,51
Sel Score: 0.76 p value: 1.906e-02 RTime: 42.001,,(no adduct),405.4721,4,32,52
Sel Score: 0.75 p value: 2.146e-02 RTime: 36.429,,(no adduct),428.2188,4,26,46
Sel Score: 0.75 p value: 2.278e-03 RTime: 41.609,,(no adduct),445.7288,4,31,51
Sel Score: 0.75 p value: 1.979e-02 RTime: 65.233,,(no adduct),557.9581,3,55,75
Sel Score: 0.75 p value: 9.216e-03 RTime: 35.509,,(no adduct),395.4731,2,25,45
Sel Score: 0.75 p value: 1.787e-02 RTime: 43.761,,(no adduct),563.6276,3,33,53
Sel Score: 0.75 p value: 4.600e-02 RTime: 35.95,,(no adduct),424.7469,2,25,45
Sel Score: 0.75 p value: 4.113e-02 RTime: 37.984,,(no adduct),428.473,2,27,47
Sel Score: 0.75 p value: 2.966e-02 RTime: 47.145,,(no adduct),540.9664,3,37,57
Sel Score: 0.75 p value: 2.936e-02 RTime: 31.664,,(no adduct),457.7477,2,21,41
Sel Score: 0.75 p value: 1.004e-02 RTime: 42.021,,(no adduct),534.9556,3,32,52
Sel Score: 0.75 p value: 3.047e-03 RTime: 60.499,,(no adduct),532.6247,3,50,70
Sel Score: 0.75 p value: 1.619e-02 RTime: 40.79,,(no adduct),435.7451,2,30,50
Sel Score: 0.75 p value: 5.807e-04 RTime: 39.564,,(no adduct),409.2228,4,29,49
Sel Score: 0.75 p value: 4.088e-02 RTime: 54.495,,(no adduct),518.2963,3,44,64
Sel Score: 0.75 p value: 1.697e-02 RTime: 25.135,,(no adduct),412.2067,2,15,35
Sel Score: 0.75 p value: 1.026e-02 RTime: 52.624,,(no adduct),505.6065,3,42,62
Sel Score: 0.75 p value: 1.139e-02 RTime: 37.096,,(no adduct),430.9642,2,27,47
Sel Score: 0.75 p value: 2.327e-02 RTime: 39.743,,(no adduct),404.233,4,29,49
Sel Score: 0.75 p value: 1.297e-02 RTime: 40.583,,(no adduct),438.4908,2,30,50
Sel Score: 0.75 p value: 4.247e-02 RTime: 34.584,,(no adduct),442.7352,2,24,44
Sel Score: 0.75 p value: 4.192e-02 RTime: 42.101,,(no adduct),430.9954,4,32,52
Sel Score: 0.75 p value: 3.053e-02 RTime: 26.494,,(no adduct),411.7272,2,16,36
Sel Score: 0.75 p value: 2.563e-02 RTime: 42.014,,(no adduct),455.4792,2,32,52
Sel Score: 0.75 p value: 4.203e-02 RTime: 38.794,,(no adduct),384.7269,2,28,48
Sel Score: 0.75 p value: 1.007e-02 RTime: 28.577,,(no adduct),412.2307,4,18,38
Sel Score: 0.75 p value: 7.849e-04 RTime: 41.939,,(no adduct),413.2166,2,31,51
Sel Score: 0.75 p value: 1.430e-02 RTime: 39.449,,(no adduct),422.7222,4,29,49
Sel Score: 0.75 p value: 3.226e-02 RTime: 34.961,,(no adduct),407.7177,4,24,44
Sel Score: 0.74 p value: 3.610e-02 RTime: 41.91,,(no adduct),570.6308,3,31,51
Sel Score: 0.74 p value: 3.162e-02 RTime: 41.168,,(no adduct),394.2273,2,31,51
Sel Score: 0.74 p value: 7.376e-03 RTime: 39.148,,(no adduct),401.721,4,29,49
Sel Score: 0.74 p value: 3.497e-02 RTime: 41.112,,(no adduct),400.2244,4,31,51
Sel Score: 0.74 p value: 1.215e-02 RTime: 41.642,,(no adduct),478.5963,3,31,51
Sel Score: 0.74 p value: 3.292e-02 RTime: 32.607,,(no adduct),427.233,2,22,42
Sel Score: 0.74 p value: 1.651e-02 RTime: 31.636,,(no adduct),455.7542,2,21,41
Sel Score: 0.74 p value: 3.092e-03 RTime: 31.568,,(no adduct),428.2099,2,21,41
Sel Score: 0.74 p value: 5.471e-03 RTime: 39.442,,(no adduct),445.7493,4,29,49
Sel Score: 0.74 p value: 1.944e-02 RTime: 35.946,,(no adduct),452.2372,4,25,45
Sel Score: 0.74 p value: 1.820e-02 RTime: 38.227,,(no adduct),432.9895,2,28,48
Sel Score: 0.74 p value: 2.221e-02 RTime: 38.343,,(no adduct),415.9697,4,28,48
Sel Score: 0.74 p value: 4.701e-02 RTime: 12.696,,(no adduct),458.7612,2,3,22
Sel Score: 0.74 p value: 4.216e-02 RTime: 27.833,,(no adduct),428.2251,4,17,37
Sel Score: 0.74 p value: 3.899e-02 RTime: 49.213,,(no adduct),429.7399,4,39,59
Sel Score: 0.74 p value: 3.059e-02 RTime: 20.374,,(no adduct),413.4648,4,10,30
Sel Score: 0.74 p value: 1.394e-02 RTime: 40.756,,(no adduct),564.2994,3,30,50
Sel Score: 0.74 p value: 2.065e-02 RTime: 42.572,,(no adduct),444.4814,2,32,52
Sel Score: 0.74 p value: 9.488e-03 RTime: 39.951,,(no adduct),452.7315,2,29,49
Sel Score: 0.74 p value: 2.842e-02 RTime: 35.185,,(no adduct),431.9791,4,25,45
Sel Score: 0.74 p value: 4.914e-02 RTime: 42.002,,(no adduct),463.2447,2,32,52
Sel Score: 0.74 p value: 4.431e-02 RTime: 36.173,,(no adduct),436.2495,2,26,46
Sel Score: 0.74 p value: 3.717e-02 RTime: 44.193,,(no adduct),410.4691,4,34,54
Sel Score: 0.74 p value: 3.069e-02 RTime: 20.886,,(no adduct),420.7264,4,10,30
Sel Score: 0.74 p value: 1.429e-02 RTime: 58.954,,(no adduct),543.9484,3,48,68
Sel Score: 0.74 p value: 2.283e-03 RTime: 62.791,,(no adduct),814.9172,2,52,72
Sel Score: 0.74 p value: 2.500e-02 RTime: 35.841,,(no adduct),407.2122,2,25,45
Sel Score: 0.74 p value: 3.416e-02 RTime: 46.44,,(no adduct),425.9922,2,36,56
Sel Score: 0.74 p value: 1.704e-02 RTime: 38.093,,(no adduct),389.729,2,28,48
Sel Score: 0.73 p value: 1.703e-02 RTime: 20.341,,(no adduct),381.4633,4,10,30
Sel Score: 0.73 p value: 1.602e-02 RTime: 40.786,,(no adduct),504.5858,3,30,50
Sel Score: 0.73 p value: 1.151e-02 RTime: 39.864,,(no adduct),543.9578,3,29,49
Sel Score: 0.73 p value: 6.194e-03 RTime: 41.144,,(no adduct),422.7228,4,31,51
Sel Score: 0.73 p value: 4.581e-02 RTime: 69.658,,(no adduct),549.9709,3,59,79
Sel Score: 0.73 p value: 4.569e-02 RTime: 20.334,,(no adduct),370.0061,5,10,30
Sel Score: 0.73 p value: 5.422e-03 RTime: 45.869,,(no adduct),519.2967,3,35,55
Sel Score: 0.73 p value: 1.927e-02 RTime: 58.913,,(no adduct),531.6133,3,48,68
Sel Score: 0.73 p value: 2.557e-02 RTime: 39.987,,(no adduct),536.9612,3,29,49
Sel Score: 0.73 p value: 2.004e-02 RTime: 48.246,,(no adduct),532.2782,3,38,58
Sel Score: 0.73 p value: 3.740e-02 RTime: 37.996,,(no adduct),419.2183,4,27,47
Sel Score: 0.73 p value: 2.648e-02 RTime: 38.425,,(no adduct),384.2103,2,28,48
Sel Score: 0.73 p value: 1.943e-02 RTime: 53.462,,(no adduct),498.6132,3,43,63
Sel Score: 0.73 p value: 1.881e-02 RTime: 51.296,,(no adduct),561.2845,3,41,61
Sel Score: 0.73 p value: 3.451e-02 RTime: 59.902,,(no adduct),570.3037,3,49,69
Sel Score: 0.73 p value: 4.517e-02 RTime: 46.268,,(no adduct),407.4758,2,36,56
Sel Score: 0.73 p value: 1.325e-02 RTime: 51.402,,(no adduct),526.2758,3,41,61
Sel Score: 0.73 p value: 1.623e-02 RTime: 41.361,,(no adduct),412.7318,2,31,51
Sel Score: 0.73 p value: 4.095e-02 RTime: 38.287,,(no adduct),418.2405,2,28,48
Sel Score: 0.73 p value: 4.566e-02 RTime: 49.24,,(no adduct),528.96,3,39,59
Sel Score: 0.73 p value: 1.018e-02 RTime: 45.12,,(no adduct),458.7456,2,35,55
Sel Score: 0.73 p value: 3.684e-02 RTime: 38.789,,(no adduct),445.4868,2,28,48
Sel Score: 0.73 p value: 2.698e-02 RTime: 40.01,,(no adduct),454.734,2,30,50
Sel Score: 0.73 p value: 7.123e-03 RTime: 39.011,,(no adduct),563.9628,3,29,49
Sel Score: 0.73 p value: 4.701e-02 RTime: 30.529,,(no adduct),412.2155,2,20,40
Sel Score: 0.73 p value: 1.346e-02 RTime: 45.714,,(no adduct),543.6078,3,35,55
Sel Score: 0.73 p value: 3.250e-02 RTime: 38.385,,(no adduct),401.4745,2,28,48
Sel Score: 0.73 p value: 2.344e-03 RTime: 28.034,,(no adduct),344.3935,5,18,38
Sel Score: 0.73 p value: 2.118e-02 RTime: 29.939,,(no adduct),398.9768,4,19,39
Sel Score: 0.73 p value: 4.580e-02 RTime: 34.22,,(no adduct),395.2371,2,24,44
Sel Score: 0.72 p value: 4.013e-02 RTime: 24.966,,(no adduct),390.7071,2,14,34
Sel Score: 0.72 p value: 1.097e-03 RTime: 43.21,,(no adduct),572.9536,3,33,53
Sel Score: 0.72 p value: 1.828e-02 RTime: 47.047,,(no adduct),547.6356,3,37,57
Sel Score: 0.72 p value: 2.037e-02 RTime: 28.92,,(no adduct),383.2015,2,18,38
Sel Score: 0.72 p value: 4.967e-04 RTime: 48.901,,(no adduct),445.7385,2,38,58
Sel Score: 0.72 p value: 2.644e-02 RTime: 40.623,,(no adduct),447.2228,2,30,50
Sel Score: 0.72 p value: 3.049e-02 RTime: 42.149,,(no adduct),403.4794,4,32,52
Sel Score: 0.72 p value: 2.662e-03 RTime: 42.595,,(no adduct),544.9676,3,32,52
Sel Score: 0.72 p value: 1.543e-02 RTime: 44.577,,(no adduct),410.2353,2,34,54
Sel Score: 0.72 p value: 4.473e-02 RTime: 27.039,,(no adduct),418.9672,4,17,37
Sel Score: 0.72 p value: 5.610e-03 RTime: 41.466,,(no adduct),431.7372,4,31,51
Sel Score: 0.72 p value: 2.425e-02 RTime: 43.404,,(no adduct),434.2337,4,33,53
Sel Score: 0.72 p value: 2.563e-02 RTime: 32.873,,(no adduct),401.7093,4,22,42
Sel Score: 0.72 p value: 6.734e-03 RTime: 37.745,,(no adduct),450.2377,2,27,47
Sel Score: 0.72 p value: 2.993e-02 RTime: 41.244,,(no adduct),410.7081,4,31,51
Sel Score: 0.72 p value: 1.612e-02 RTime: 58.014,,(no adduct),589.2944,3,48,68
Sel Score: 0.72 p value: 4.675e-02 RTime: 41.156,,(no adduct),436.4933,4,31,51
Sel Score: 0.72 p value: 1.802e-02 RTime: 28.736,,(no adduct),402.7341,2,18,38
Sel Score: 0.72 p value: 4.948e-02 RTime: 21.935,,(no adduct),433.987,2,11,31
Sel Score: 0.72 p value: 9.898e-03 RTime: 37.578,,(no adduct),457.2311,2,27,47
Sel Score: 0.72 p value: 4.257e-02 RTime: 46.623,,(no adduct),419.7352,4,36,56
Sel Score: 0.72 p value: 5.325e-03 RTime: 36.665,,(no adduct),456.7292,4,26,46
Sel Score: 0.72 p value: 2.023e-02 RTime: 39.062,,(no adduct),446.4808,4,29,49
Sel Score: 0.72 p value: 9.292e-03 RTime: 52.29,,(no adduct),538.2909,3,42,62
Sel Score: 0.72 p value: 2.477e-02 RTime: 38.03,,(no adduct),560.6134,3,28,48
Sel Score: 0.72 p value: 7.724e-03 RTime: 40.002,,(no adduct),435.745,4,30,50
Sel Score: 0.72 p value: 1.799e-02 RTime: 46.857,,(no adduct),412.2196,4,36,56
Sel Score: 0.72 p value: 4.919e-02 RTime: 42.585,,(no adduct),535.2834,3,32,52
Sel Score: 0.72 p value: 2.804e-03 RTime: 57.338,,(no adduct),525.9615,3,47,67
Sel Score: 0.72 p value: 4.959e-02 RTime: 34.991,,(no adduct),399.4841,2,24,44
Sel Score: 0.72 p value: 9.282e-03 RTime: 39.378,,(no adduct),433.7386,2,29,49
Sel Score: 0.72 p value: 2.126e-02 RTime: 53.842,,(no adduct),547.955,3,43,63
Sel Score: 0.72 p value: 2.284e-02 RTime: 40.222,,(no adduct),421.4703,4,30,50
Sel Score: 0.72 p value: 3.580e-02 RTime: 45.17,,(no adduct),506.9344,3,35,55
Sel Score: 0.72 p value: 2.718e-02 RTime: 46.89,,(no adduct),406.4829,2,36,56
Sel Score: 0.72 p value: 2.190e-02 RTime: 39.463,,(no adduct),459.2421,4,29,49
Sel Score: 0.72 p value: 2.034e-02 RTime: 39.849,,(no adduct),452.4786,4,29,49
Sel Score: 0.72 p value: 4.549e-02 RTime: 42.231,,(no adduct),436.0003,4,32,52
Sel Score: 0.72 p value: 3.000e-02 RTime: 47.411,,(no adduct),543.2858,3,37,57
Sel Score: 0.72 p value: 1.242e-02 RTime: 47.665,,(no adduct),584.9531,3,37,57
Sel Score: 0.72 p value: 3.763e-02 RTime: 28.438,,(no adduct),440.982,4,18,38
Sel Score: 0.72 p value: 3.914e-02 RTime: 39.733,,(no adduct),421.9917,2,29,49
